Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
YZoL0N,MEGzrk,10/22/23 17:12,25-34 years old,93036,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xd0erk,W8Z5pe,10/22/23 17:12,18-24 years old,16510,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Espresso, Instant coffee",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Very strong,Medium,Full caffeine,7,3,4,5,,3,2,2,,4,4,3,,3,5,4,,Coffee A,Coffee A,Coffee A,,,,,,,,,,,,,,,,,,,,,,,,,,
WAev9L,2KRNLM,10/22/23 17:13,35-44 years old,93036,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Americano,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,3,3,4,3,,3,3,4,,4,2,3,,2,4,5,,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Prefer not to say,,Married,,,,,,,
OAjWlM,RDr5ZK,10/22/23 17:15,35-44 years old,85234,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Espresso, Pour over",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Espresso,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Light,Full caffeine,8,2,3,5,,3,2,2,,2,3,2,,1,4,4,,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
yl0W28,vPWy0l,10/22/23 17:15,25-34 years old,78723,2,"At home, At a cafe, At the office",TRUE,TRUE,FALSE,TRUE,FALSE,"French press, Cold brew",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Cold brew,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,6,1,5,1,Lemon/lime,4,1,3,"Dark chocolate, pecan",2,2,4,"Honey, vanilla, peanut",3,4,2,"Grape, strawberry",Coffee C,Coffee D,Coffee C,,,,,,,,,,,,,,,,,,,,,,,,,,
421gB5,PzP521,10/22/23 17:15,25-34 years old,1028,3,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Light,Full caffeine,7,4,3,4,,5,2,2,,3,4,3,,2,5,5,,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,,Single,"$75,000 - $99,999",Bachelor's degree,Hispanic/Latino,,Employed full-time,None,Independent
XeRKeY,19B76p,10/22/23 17:16,25-34 years old,,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,AeroPress,,,,,,,,,Iced coffee,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d1XeN,O7V5Ak,10/22/23 17:16,25-34 years old,37206,1,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aeropress,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,4,2,4,4,,5,3,2,,4,3,3,,1,5,5,,Coffee A,Coffee D,Coffee D,,,,,,,,,,,,,,,,,,,,,,,,,,
NA4epN,RDr5YQ,10/22/23 17:17,35-44 years old,7003,4,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Floral,Somewhat strong,Light,Full caffeine,8,4,5,5,"Toffee/Caramel, Fruit",2,3,3,"Slight Chocolate, malty/toffee, earthy",4,3,4,"low body, balanced, malty",2,5,5,"Cherry, fruit",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,,Married,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,2,Democrat
jB0OZ1,97rDJE,10/22/23 17:17,>65 years old,11201,3,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Bright,Very strong,Medium,Full caffeine,2,2,3,5,,2,2,3,,2,3,3,,3,3,1,,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$8-$10,$4-$6,No,"More than $1,000",Yes,Male,,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
RzZ70j,GR7dQZ,10/22/23 17:18,35-44 years old,27517,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Bean-to-cup machine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,8,4,5,3,,2,3,1,,2,3,4,,2,4,5,,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",TRUE,TRUE,TRUE,TRUE,FALSE,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
dYZ5bD,roqAA5,10/22/23 17:19,35-44 years old,19148,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,French press,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,"Whole milk, Half and half",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Nutty,Medium,Light,Full caffeine,4,3,2,4,,2,2,5,,1,1,1,,3,3,3,,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,No,$10-$15,$6-$8,No,$20-$50,Yes,Female,,Single,"$100,000 - $149,999",Bachelor's degree,Other (please specify),Mix,Employed full-time,None,Democrat
LdERNp,kNr6bM,10/22/23 17:19,45-54 years old,1930,3,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, Pour over",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Espresso,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,5,2,3,4,Light and fruity,3,3,5,Chocolatey,3,2,4,Nutty and dark,4,3,4,Berries,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$4-$6,$8-$10,No,$300-$500,Yes,Male,,Single,"$75,000 - $99,999",Some college or associate's degree,White/Caucasian,,Employed full-time,None,Independent
aBj8rq,qRNAe7,10/22/23 17:19,18-24 years old,27101,2,"At a cafe, At home",TRUE,FALSE,FALSE,TRUE,FALSE,"Espresso, Pour over, Cold brew",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Americano,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vN0QGX,97rDvX,10/22/23 17:20,25-34 years old,46219,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7,2,4,4,Caramel apple ,3,2,2,Astringent coconut ,3,3,2,Balanced low clarity ,2,5,5,"Juicy, lightly floral ",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,,Living with a partner,"$75,000 - $99,999",Some college or associate's degree,White/Caucasian,,Employed full-time,None,Democrat
PA2VKd,GR7drz,10/22/23 17:21,25-34 years old,92606,1,"At home, At a cafe, On the go",TRUE,FALSE,TRUE,TRUE,FALSE,"Espresso, Pour over, Instant coffee",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Specialty coffee shop, Local cafe",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Other,Macchiato,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Bright,Very strong,Light,Half caff,7,2,3,4,,3,2,3,,4,2,2,,2,1,5,,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual, It makes me go to the bathroom",TRUE,FALSE,TRUE,TRUE,FALSE,,Yes,Yes,$10-$15,$15-$20,No,$500-$1000,Yes,Male,,Married,"$100,000 - $149,999",Some college or associate's degree,White/Caucasian,,Employed full-time,None,No affiliation
421g1O,RDr5aJ,10/22/23 17:22,25-34 years old,,2,,,,,,,"Pour over, French press",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Specialty coffee shop, Local cafe",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Pourover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,,Half caff,,3,5,2,cherries,3,1,1,"woodsy, musky",3,,,"vanilla, pancakes, custard",1,5,5,"Tropical fruit, chocolate, dates",Coffee C,Coffee D,Coffee D,,,,,,,,,,,,,,,,,,,,,,,,,,
VZ9k9a,Vzx5Av,10/22/23 17:22,35-44 years old,33483,2,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Espresso, Pour over",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Skim milk,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Full caffeine,7,2,2,4,,4,2,3,,2,3,3,,2,4,5,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
6d1XRP,o2xMge,10/22/23 17:23,25-34 years old,32751,2,"At home, On the go, At the office",TRUE,TRUE,TRUE,FALSE,FALSE,"Espresso, Pour over",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Americano,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,"Whole milk, Oat milk",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,8,2,5,4,"smells fermented, but no fermented flavour. It has a blood, iron taste with some nuts notes. ",3,3,3,"smoky, dark",4,2,1,"smoky nuts, taste like Starbucks but better",2,4,5,"fruity, fermented fruits",Coffee A,Coffee D,Coffee D,I do a mix of both,>$100,"I need the caffeine, It tastes good",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$15-$20,No,"More than $1,000",Yes,Male,,Married,"$75,000 - $99,999",Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,None,No affiliation
ZdGpev,z7bDB8,10/22/23 17:24,25-34 years old,60613,More than 4,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Americano,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Half caff,5,2,4,5,,3,3,4,,5,2,2,,3,4,3,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
g5QRJ1,Y4qWXq,10/22/23 17:24,25-34 years old,18655,Less than 1,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,,"Oat milk, Flavored coffee creamer",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Honey, Maple Syrup, Brown Sugar",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,Sweet,Medium,Light,Full caffeine,4,2,4,4,Preference changed the most over the tasting!,3,2,3,"Very oily mouth feel, thick",4,2,2,"Thinner mouthfeel, dripped the most off of my spoon haha",2,5,1,A bit too funky for me,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Female,,Living with a partner,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
0EbpD0,bWAxM2,10/22/23 17:25,25-34 years old,4474,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Bright,Very strong,Light,Full caffeine,7,3,4,5,"Dark berries, fruity. A bit sour, but sweet at the finish. I'm tasting some fig. ",3,2,2,"I found this coffee pretty flat, lacking dynamism, especially when hot. Got a bit fuller as it cooled. Faint chocolate. Sort of oily and filmy texture. Dark. ",4,3,3,"Smells great, sort of like a dessert aroma. Chocolate, vanilla, and creamy when warm. As it cooled, a bit more earthy. Foliage. ",2,2,4,"Started more thick, warm, and spicy. Cherry, dark pit fruits, dark berry. Very interesting, sort of tea-like and a little floral and fruity. ",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",TRUE,TRUE,TRUE,TRUE,FALSE,,Yes,Yes,$15-$20,More than $20,No,"More than $1,000",Yes,Male,,Living with a partner,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Independent
421ga5,19B7Jg,10/22/23 17:25,25-34 years old,14228,4,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Other",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Moka pot, Aeropress, Turkish",,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6,5,3,1,Reminded me of auto shop/vending machine coffee. Tasted better cooled.,2,3,3,"Juicy, light, and a bit tart.",2,3,5,"Pleasant, almost sweet.",1,2,1,"Bad fruit flavor, strange aftertaste, hard to get a bead on why I didn't like it.",Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",TRUE,TRUE,TRUE,TRUE,FALSE,,Yes,No,$4-$6,$4-$6,Yes,$50-$100,Yes,Male,,Living with a partner,"$50,000 - $74,999",Some college or associate's degree,Other (please specify),White/Hispanic,Employed full-time,None,Independent
0EbpkQ,7NP209,10/22/23 17:25,25-34 years old,30096,2,"At the office, At home, At a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer, No - just black",TRUE,TRUE,FALSE,FALSE,FALSE,,"Oat milk, Almond milk",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,6,2,4,4,,2,1,1,,2,3,3,,1,4,4,,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual",TRUE,TRUE,TRUE,TRUE,FALSE,,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Independent
EPB4JX,O7V5g8,10/22/23 17:26,25-34 years old,80525,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Cold brew, French press, Espresso",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Very strong,Light,Full caffeine,7,3,4,5,"Sweet dessert, lemon finish, light, tea-like",2,1,2,"Nutty, bolder, almost dusty
Guessed origin: Hawaii (wrong)",3,2,3,"Dark, woody, thin
Guessed origin: Ethiopia (half right)",2,4,5,"Raspberry, tea-like
Guessed origin: Mexico (wrong)",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$10-$15,Yes,,,Female,,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
KMPqxg,N7OW8O,10/22/23 17:27,18-24 years old,93312,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, French press, Cold brew",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Dark,Full caffeine,5,1,5,1,"Very light mouthfeel, berry and floral taste, little aftertaste",3,2,5,"Nutty aftertaste, dark chocolate, very smooth and good clarity. Chill at risk of being boring (not in a bad way, just a great daily drink)",4,3,4,"Intense, very smooth and full. Raspberry-flavored dark chocolate",4,3,2,"Heavier mouthfeel, kind of harsh. Woody / black tea flavors, unpleasant aftertaste (noted when still pretty warm, didn't revisit as often as I probably should've while it cooled until after the scores were locked in, at which point it was much more obviously fruity)",Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,No,$2-$4,$10-$15,No,$100-$300,Yes,Male,,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,,Unemployed,None,Democrat
